cntr_01,dist_x,pang_x,ra_01,dec_01,reqkey,tn,object,ra,dec,irac8,irac8u,iras12,iras12u,irs16,irs16u,irs22,irs22u,mips24,mips24u,iras25,iras25u,mips24_irac8,mips24_irs16,irs16_irac8,iras25_iras12,ra_sl,dec_sl,pa_sl,ra_ll,dec_ll,pa_ll,date_obs,campname,bandpass,oflag,ratio_sl2_sl1,ratio_sl1_ll2,ratio_ll2_ll1,ra_rqst,dec_rqst,ra_del,dec_del,width_sl2,width_sl1,width_ll2,width_ll1,xtable,enhid,campid,obsrvr,progid,wave_min,wave_max
265,null,null,9.5896346200E+01,6.4760150200E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
266,0.153906,-24.182791,9.5939806100E+01,-6.0979009000E+01,26484224,1,ESO 121-IG 028,95.93977,-60.97897,7.481E-03,7.792E-04,1.144E-02,6.547E-04,2.215E-02,1.248E-03,3.142E-02,1.935E-03,3.265E-02,1.722E-03,3.357E-02,1.842E-03,4.3644,1.4740,2.9608,2.9344,95.93977,-60.97897,23.87705,95.93973,-60.97895,-59.86297,2008-05-28 16:13:19,IRSX010400,IRS Merged 5.217-37.86um,15,0.941,0.832,0.758,95.93987,-60.97900,-0.00005,0.00003,2.56,2.85,6.30,8.74,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010400/r26484224/enhanced/SPITZER_S5_26484224_01_merge.tbl"">Table spectrum</a><br />",15232,1467,"Weaver, Kimberly",50588,5.21725,37.86356
267,0.363204,46.849765,9.5943403000E+01,-3.2216489000E+01,26495232,1,ESO 426- G 002,95.94349,-32.21642,3.859E-02,1.034E-03,6.736E-02,1.489E-03,1.221E-01,2.786E-03,1.800E-01,4.051E-03,1.833E-01,4.205E-03,1.870E-01,4.208E-03,4.7499,1.5012,3.1640,2.7761,95.94349,-32.21642,177.58179,95.94344,-32.21651,93.84180,2008-11-04 10:59:51,IRSX010700,IRS Merged 5.217-37.86um,15,0.892,0.854,0.944,95.94342,-32.21658,0.00006,0.00017,2.42,2.83,6.07,8.32,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010700/r26495232/enhanced/SPITZER_S5_26495232_01_merge.tbl"">Table spectrum</a><br />",15257,1438,"Weaver, Kimberly",50588,5.21725,37.86356
268,null,null,9.6612574500E+01,7.4579986000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
269,null,null,9.6744143200E+01,-3.7099596000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
270,0.496365,113.690705,9.8196555300E+01,6.3673705400E+01,18853376,1,UGC3478,98.19684,63.67365,4.965E-02,1.304E-03,7.223E-02,1.642E-03,1.387E-01,2.995E-03,2.371E-01,4.931E-03,2.454E-01,5.202E-03,2.520E-01,5.211E-03,4.9426,1.7693,2.7936,3.4889,98.19684,63.67365,177.33914,98.19670,63.67361,93.59912,2007-10-30 11:11:00,IRSX009900,IRS Merged 5.217-37.86um,15,0.834,0.716,0.914,98.19654,63.67367,0.00013,-0.00001,2.56,2.91,6.05,8.99,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX009900/r18853376/enhanced/SPITZER_S5_18853376_01_merge.tbl"">Table spectrum</a><br />",9943,1400,"Houck, James",30715,5.21725,37.86356
271,null,null,9.7606476700E+01,6.3678129800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
272,null,null,9.8514843300E+01,-7.4777127000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
273,null,null,9.8943831400E+01,-7.5271320000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
274,null,null,1.0004870600E+02,-2.5895283000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
275,null,null,1.0005620100E+02,-4.7692985000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
276,null,null,1.0015841600E+02,-4.3355711000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
277,null,null,1.0032509000E+02,3.2825492500E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
278,null,null,1.0161084700E+02,5.3075546400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
279,null,null,1.0305135700E+02,7.4426988100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
280,null,null,1.0364244600E+02,7.0558123000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
281,0.135015,-9.404541,1.0395635800E+02,4.0000323000E+01,26493696,1,UGC 03601,103.95635,40.00036,1.735E-02,8.513E-04,3.104E-02,1.033E-03,6.011E-02,2.254E-03,7.998E-02,3.480E-03,7.849E-02,3.211E-03,8.238E-02,3.398E-03,4.5239,1.3058,3.4646,2.6540,103.95635,40.00036,178.51019,103.95630,40.00041,94.77020,2008-11-20 08:57:21,IRSX010700,IRS Merged 5.217-37.86um,15,0.822,0.781,0.964,103.95638,40.00022,-0.00002,0.00014,2.79,2.94,6.38,9.13,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010700/r26493696/enhanced/SPITZER_S5_26493696_01_merge.tbl"">Table spectrum</a><br />",15254,1438,"Weaver, Kimberly",50588,5.21725,37.86356
282,null,null,1.0404973300E+02,-4.9330559000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
283,null,null,1.0479448100E+02,2.4027842300E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
284,null,null,1.0529260600E+02,-3.2581379000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
285,null,null,1.0680454900E+02,6.4599717200E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
286,null,null,1.0718024200E+02,-4.6713630000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
287,null,null,1.0730215100E+02,-1.5450997000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
288,null,null,1.0730876100E+02,-3.6022760000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
289,null,null,1.0762527300E+02,5.9138994200E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
290,null,null,1.0851603700E+02,3.5279275000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
291,null,null,1.0856284300E+02,4.5698851700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
292,null,null,1.0865409800E+02,-2.5290303000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
293,null,null,1.0950250700E+02,4.4090877800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
294,null,null,1.1097113500E+02,-8.1039597000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
295,null,null,1.1146098400E+02,-9.1571600000E-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
296,0.359104,103.389859,1.1140525800E+02,2.9954163100E+01,19165184,1,b2 0722+30,111.40537,29.95414,8.492E-02,1.334E-03,7.843E-02,1.593E-03,1.611E-01,3.111E-03,3.406E-01,6.091E-03,3.883E-01,7.423E-03,4.148E-01,7.533E-03,4.5725,2.4103,1.8971,5.2888,111.40537,29.95414,5.31413,111.40540,29.95413,-78.42587,2007-04-27 10:38:37,IRSX008100,IRS Merged 5.217-37.86um,15,0.664,0.748,0.776,111.40525,29.95411,0.00010,0.00003,2.89,3.39,6.72,9.41,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX008100/r19165184/enhanced/SPITZER_S5_19165184_01_merge.tbl"">Table spectrum</a><br />",10165,1088,"Evans, Aaron",30877,5.21725,37.86356
297,null,null,1.1160973600E+02,-3.5906073000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
298,null,null,1.1164725400E+02,3.7000768100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
299,null,null,1.1183771700E+02,-2.4108984000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
300,null,null,1.1328835000E+02,4.5918410200E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
301,null,null,1.1336163000E+02,5.1898870600E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
302,null,null,1.1423760000E+02,5.8770414000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
303,null,null,1.1493610300E+02,-3.1717370000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
304,null,null,1.1528836500E+02,-5.4796045000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
305,null,null,1.1575577000E+02,8.0440583400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
306,null,null,1.1563673300E+02,4.9809690700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
307,0.236924,135.948105,1.1567376100E+02,6.5177097300E+01,25407232,1,Mrk 78,115.67387,65.17705,5.883E-02,1.364E-03,1.111E-01,2.235E-03,2.640E-01,4.828E-03,4.343E-01,7.785E-03,4.473E-01,8.639E-03,4.597E-01,8.506E-03,7.6033,1.6943,4.4875,4.1377,115.67387,65.17705,176.82497,115.67379,65.17711,93.08496,2008-12-01 15:43:54,IRSX010800,IRS Merged 5.217-37.86um,15,0.799,0.816,0.915,115.67388,65.17708,0.00000,-0.00004,2.59,2.87,6.38,9.07,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010800/r25407232/enhanced/SPITZER_S5_25407232_01_merge.tbl"">Table spectrum</a><br />",14417,1441,"Levenson, Nancy",50094,5.21725,37.86356
308,null,null,1.1581137100E+02,-2.5764017000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
309,null,null,1.1603801200E+02,2.9247459800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
310,null,null,1.1660779200E+02,2.5817310100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
311,0.659187,143.346407,1.1687112500E+02,6.0933566900E+01,26498304,1,UGC 04013,116.87135,60.93342,2.205E-02,8.477E-04,3.862E-02,1.034E-03,7.935E-02,2.217E-03,1.352E-01,3.510E-03,1.398E-01,3.520E-03,1.439E-01,3.595E-03,6.3401,1.7618,3.5986,3.7260,116.87135,60.93342,-165.26729,116.87123,60.93349,110.99271,2008-11-05 04:27:10,IRSX010700,IRS Merged 5.217-37.86um,15,0.872,0.796,0.927,116.87137,60.93350,-0.00001,-0.00008,2.51,2.82,6.05,9.07,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010700/r26498304/enhanced/SPITZER_S5_26498304_01_merge.tbl"">Table spectrum</a><br />",15269,1438,"Weaver, Kimberly",50588,5.21725,37.86356
312,null,null,1.1690978600E+02,-7.3431417000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
313,null,null,1.1807435300E+02,1.9595099000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
314,null,null,1.1818418400E+02,4.5949300900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
315,null,null,1.1957176600E+02,8.3943580700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
316,null,null,1.1908174800E+02,-4.1628372000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
317,null,null,1.1992425000E+02,-3.8732232000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
318,0.270619,156.239215,1.1997271700E+02,2.3390098800E+01,26496000,1,CGCG 118-036,119.97275,23.39003,6.762E-02,1.561E-03,7.881E-02,1.922E-03,1.219E-01,3.503E-03,1.607E-01,5.118E-03,1.664E-01,5.012E-03,1.766E-01,5.206E-03,2.4608,1.3651,1.8027,2.2408,119.97275,23.39003,-172.39491,119.97269,23.39013,103.86506,2008-11-21 05:36:08,IRSX010700,IRS Merged 5.217-37.86um,15,0.610,0.861,0.908,119.97283,23.39008,-0.00008,-0.00006,2.85,3.28,6.80,9.91,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010700/r26496000/enhanced/SPITZER_S5_26496000_01_merge.tbl"">Table spectrum</a><br />",15260,1438,"Weaver, Kimberly",50588,5.21725,37.86356
